diff,pct_transactions,pct_raised,label
1,0.07282324671402497,0.05818933678634911,disaster: louisiana flooding
1,0.08723724800918286,0.06670490219801992,disaster: typhoon Haiyan
1,0.05153049988989209,0.021387007259914968,eoy: eoy 2012
1,0.05134287892908582,0.02278139378088618,eoy: eoy 2013
1,0.04498803293984016,0.020991904491854084,eoy: eoy 2014
1,0.04389750505731625,0.022334550563474966,eoy: eoy 2015
1,0.03778333035873639,0.018577001994281857,eoy: eoy 2016
1,0.10391113168248090,0.1339809556920982,gt: gt 2012
1,0.07345104333868378,0.08848017206553753,gt: gt 2013
1,0.11135335117101047,0.10031791384556764,gt: gt 2014
1,0.09785606991670080,0.09584364125772687,gt: gt 2015
1,0.09864454061013554,0.09079284984128294,gt: gt 2016
2,0.05630303953072786,0.04563275427896732,disaster: hurricane harvey
2,0.05478507394069419,0.060405673547737786,disaster: hurricane sandy
2,0.05646230812663313,0.05403589164177393,disaster: louisiana flooding
2,0.06011909032211779,0.04189703466042616,disaster: typhoon Haiyan
2,0.05681567936577846,0.030375711353958168,eoy: eoy 2012
2,0.04981784292129119,0.026400340221192885,eoy: eoy 2013
2,0.03959271429150947,0.018093040099140006,eoy: eoy 2014
2,0.03241739716790289,0.010606258598025206,eoy: eoy 2015
2,0.03237551311797251,0.011987550500192946,eoy: eoy 2016
2,0.09095116871094654,0.08284207958014568,gt: gt 2012
2,0.08571428571428571,0.09665098691046474,gt: gt 2013
2,0.08671093053215736,0.09290403138301757,gt: gt 2014
2,0.06684418953980609,0.060151144616393176,gt: gt 2015
2,0.06612066807338793,0.06215209304343499,gt: gt 2016
3,0.14346617089647324,0.13198766558633604,disaster: hurricane harvey
3,0.06214083212014405,0.05898084610623439,disaster: hurricane sandy
3,0.09171842378244941,0.10043792838781067,disaster: louisiana flooding
3,0.05861252600616973,0.056131302715727055,disaster: typhoon Haiyan
3,0.06232107465316009,0.040379136116178556,eoy: eoy 2012
3,0.04812335846818605,0.021261940993579982,eoy: eoy 2013
3,0.03395399780941949,0.01096615259433315,eoy: eoy 2014
3,0.02892784895482130,0.0119402225135997,eoy: eoy 2015
3,0.03636444761734784,0.016485545775216937,eoy: eoy 2016
3,0.10414255959268687,0.08951005820178776,gt: gt 2012
3,0.06028892455858747,0.08074735811451232,gt: gt 2013
3,0.08013741617943381,0.07951259230210514,gt: gt 2014
3,0.05228731394237334,0.05294394101007709,gt: gt 2015
3,0.05123564965487643,0.058977832153108416,gt: gt 2016
4,0.15856365545040027,0.15805823469469002,disaster: hurricane harvey
4,0.05608765611830511,0.07052181009933568,disaster: hurricane sandy
4,0.08619036989377207,0.09874428720271171,disaster: louisiana flooding
4,0.11453475859100365,0.1492124139698779,disaster: typhoon Haiyan
4,0.06188064303016956,0.025146396136270673,eoy: eoy 2012
4,0.04066762687452342,0.013626131314772926,eoy: eoy 2013
4,0.03756439901018214,0.012064375294012011,eoy: eoy 2014
4,0.04254888739042481,0.02869096175293195,eoy: eoy 2015
4,0.03609673389255755,0.016534246974330702,eoy: eoy 2016
4,0.06803980560055542,0.06316467373389836,gt: gt 2012
4,0.13605136436597110,0.06965917193293016,gt: gt 2013
4,0.05853400720113632,0.05721414835548093,gt: gt 2014
4,0.03699303564113068,0.03351110098695313,gt: gt 2015
4,0.03490576159650942,0.03605730678047112,gt: gt 2016
5,0.12213416246624301,0.1464579875763145,disaster: hurricane harvey
5,0.04704620335606466,0.057691710294342044,disaster: hurricane sandy
5,0.07672308520556219,0.08488134072055044,disaster: louisiana flooding
5,0.11729679317024176,0.133305253943381,disaster: typhoon Haiyan
5,0.03765690376569037,0.021526069065945896,eoy: eoy 2012
5,0.04846225535880708,0.018789213848054268,eoy: eoy 2013
5,0.04604275688613038,0.022357445117226128,eoy: eoy 2014
5,0.04286918408631153,0.01709159122743241,eoy: eoy 2015
5,0.03698911297519186,0.015624118422430737,eoy: eoy 2016
5,0.07336264753529275,0.05291974390351624,gt: gt 2012
5,0.10574638844301765,0.06967057495505809,gt: gt 2013
5,0.06385227760710864,0.047103256643003584,gt: gt 2014
5,0.03934179980882152,0.04770096153024818,gt: gt 2015
5,0.03534208361646579,0.03687303141023074,gt: gt 2016
6,0.12963482358220676,0.15100806700509664,disaster: hurricane harvey
6,0.03156846218680560,0.04249430222005856,disaster: hurricane sandy
6,0.07891592368396864,0.08966090565498536,disaster: louisiana flooding
6,0.10901068943252744,0.12833124415222238,disaster: typhoon Haiyan
6,0.07927769213829552,0.025197003360720824,eoy: eoy 2012
6,0.06659323900703211,0.030977370828746575,eoy: eoy 2013
6,0.04725974605492677,0.024805166871525914,eoy: eoy 2014
6,0.04452124072825354,0.022657050429556135,eoy: eoy 2015
6,0.03521327860074959,0.014860230026288963,eoy: eoy 2016
6,0.10923397361721823,0.1508071148803971,gt: gt 2012
6,0.09508828250401284,0.0811396765851478,gt: gt 2013
6,0.07815545205298450,0.0974814295014509,gt: gt 2014
6,0.05642496244708452,0.059732224259223594,gt: gt 2015
6,0.04777368477522263,0.05733218557807679,gt: gt 2016
